delay,gain
22.8041,1.4643e-08
23.8991,1.33342e-08
23.5827,1.36938e-08
28.8645,9.14619e-09
22.0678,1.56343e-08
22.991,1.44063e-08
22.2143,1.54293e-08
23.7492,1.35028e-08
22.4748,1.50743e-08
28.5762,9.33148e-09
32.4055,7.25839e-09
27.6771,9.9468e-09
25.4773,1.17359e-08
21.3538,1.66951e-08
24.017,1.32038e-08
21.2954,1.67865e-08
25.6244,1.16017e-08
30.6378,8.1192e-09
26.7663,1.06343e-08
20.2107,1.86323e-08
26.0477,5.61414e-09
25.6592,5.78517e-09
24.4907,6.34944e-09
23.6659,6.79891e-09
25.5273,5.84498e-09
24.9687,6.10904e-09
23.4317,6.93525e-09
24.7032,6.24084e-09
26.279,5.51587e-09
24.9506,6.1179e-09
26.4717,5.43597e-09
24.6615,6.26194e-09
25.0596,6.06484e-09
25.1833,6.00552e-09
24.548,6.31986e-09
27.291,5.11492e-09
27.1998,5.14921e-09
23.5147,6.88646e-09
21.6916,8.09009e-09
23.5805,6.84817e-09
24.8003,6.19214e-09
24.7354,6.22464e-09
26.8197,5.296e-09
32.4643,3.61606e-09
23.3145,7.005e-09
23.9607,6.63296e-09
23.9686,6.62855e-09
24.3572,6.41912e-09
23.6137,6.82895e-09
22.117,7.78255e-09
23.4828,6.90517e-09
23.1779,7.08765e-09
21.5513,8.19558e-09
22.324,7.63916e-09
25.4851,5.86434e-09
29.0482,4.51552e-09
23.6278,6.82082e-09
24.2502,6.47579e-09
22.2974,7.65736e-09
23.2544,7.04121e-09
22.6495,7.42156e-09
24.4728,6.35869e-09
22.2583,7.68424e-09
26.8994,5.26473e-09
24.9196,6.13307e-09
24.4864,6.35163e-09
24.2055,6.49969e-09
29.2507,4.45327e-09
23.2344,7.05331e-09
24.539,6.32448e-09
23.3034,7.01166e-09
24.5357,6.3262e-09
