delay,gain
47.3516,1.19465e-05
61.5898,4.70258e-06
73.713,3.14334e-06
84.9777,2.18132e-06
93.6343,1.58373e-06
106.807,1.11072e-06
114.585,8.28258e-07
115.415,6.57845e-07
132.567,3.66546e-07
161.43,1.54117e-07
49.472,-1.14344e-05
50.4022,-8.97874e-06
65.4484,-5.53166e-06
75.1542,-3.85382e-06
107.823,-1.10025e-06
114.804,-8.26678e-07
137.195,-2.83346e-07
138.78,-2.24088e-07
47.3165,-1.19554e-05
48.0162,-9.42492e-06
61.5887,-4.70266e-06
74.6045,-3.10577e-06
96.7785,-1.91534e-06
33.5219,1.68751e-05
37.7311,1.1994e-05
49.1728,7.36258e-06
65.4785,2.83091e-06
70.8239,2.0938e-06
94.5645,1.25452e-06
46.0794,1.22763e-05
49.323,9.1752e-06
60.5634,5.97784e-06
64.8722,4.46464e-06
86.0477,1.37869e-06
93.3371,1.01681e-06
115.555,6.57048e-07
117.999,5.14748e-07
122.987,3.95098e-07
143.349,2.16945e-07
46.8078,1.20853e-05
55.4469,6.52947e-06
145.433,2.13836e-07
46.6135,-1.21356e-05
47.2582,-9.57608e-06
50.7345,-7.13594e-06
93.7873,-3.08817e-06
93.9886,-2.46524e-06
99.2313,-1.868e-06
134.176,-1.1052e-06
140.945,-8.41696e-07
147.929,-6.41566e-07
170.768,-4.4461e-07
171.717,-3.53722e-07
16.068,3.52056e-05
49.2079,9.19666e-06
62.8937,4.60509e-06
